composition,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum Row,MagpieData range Row,MagpieData minimum Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,gap expt
KSnAuSe3,2.55,1.73,2.1616666666666666,2.55,6.0,2.0,1.0,12.333333333333334,4.222222222222222,16.0,203.0,83.0,139.66666666666666,21.111111111111104,1.0,2.0,1.6666666666666667,2.0,4.0,2.3333333333333335,1.6666666666666667,1.0,25.0,24.0,14.666666666666666,4.777777777777778,4.0,4.0,1.6666666666666667,1.1111111111111112,4.0,2.0,0.6666666666666666,2.28
KTa3(TeO6)2,3.44,2.62,2.822222222222222,3.44,6.0,4.0,1.0,13.333333333333334,4.148148148148148,16.0,203.0,137.0,98.94444444444444,43.92592592592593,1.0,2.0,1.9444444444444444,2.0,4.0,3.111111111111111,1.382716049382716,1.0,19.0,18.0,9.0,4.888888888888889,2.0,2.0,1.5555555555555556,0.691358024691358,7.0,2.7777777777777777,1.4074074074074074,4.06
KTaO3,3.44,2.62,2.528,3.44,6.0,4.0,1.0,10.8,6.24,16.0,203.0,137.0,114.2,57.84000000000001,1.0,2.0,1.8,2.0,4.0,2.4,1.9200000000000004,1.0,19.0,18.0,7.6,4.56,2.0,2.0,1.2,0.9600000000000002,7.0,2.8,1.6799999999999997,3.5
KTbSe4,2.55,1.73,2.038333333333333,2.55,6.0,2.0,1.0,11.333333333333334,6.222222222222221,16.0,203.0,83.0,146.16666666666666,34.888888888888886,1.0,2.0,1.8333333333333333,2.0,4.0,2.6666666666666665,1.777777777777778,1.0,16.0,15.0,12.666666666666666,4.444444444444445,2.0,2.0,1.3333333333333333,0.888888888888889,5.0,2.3333333333333335,0.888888888888889,1.65
KTeP2,2.19,1.37,1.825,2.19,5.0,2.0,1.0,11.75,5.375,15.0,203.0,96.0,138.75,32.125,1.0,2.0,1.75,2.0,4.0,2.5,1.25,1.0,16.0,15.0,6.75,4.625,3.0,3.0,2.0,1.0,3.0,2.25,0.75,1.4
KThCuS3,2.58,1.7600000000000002,1.96,2.58,7.0,4.0,1.0,10.5,5.666666666666667,16.0,206.0,101.0,142.66666666666666,41.22222222222222,1.0,2.0,1.6666666666666667,2.0,4.0,2.0,2.0,1.0,11.0,10.0,5.666666666666667,2.111111111111111,2.0,2.0,1.0,1.0,8.0,2.6666666666666665,1.7777777777777777,2.95
KTi2F7,3.98,3.16,3.1759999999999997,3.98,4.0,2.0,1.0,12.8,5.88,17.0,203.0,146.0,92.2,49.28,1.0,2.0,1.9,2.0,5.0,3.5,2.1,1.0,7.0,6.0,5.8,1.6800000000000002,1.0,1.0,0.7,0.42000000000000004,8.0,2.4,2.2399999999999998,6.4
KUClO3,3.44,2.62,2.6133333333333333,3.44,7.0,5.0,1.0,11.5,6.333333333333333,16.0,203.0,137.0,116.5,55.333333333333336,1.0,2.0,1.8333333333333333,2.0,5.0,2.8333333333333335,1.888888888888889,1.0,7.0,6.0,5.333333333333333,1.4444444444444446,2.0,2.0,1.1666666666666667,0.8333333333333334,20.0,4.666666666666667,5.111111111111112,2.37
KV2I3O13,3.44,2.62,2.988421052631579,3.44,5.0,3.0,1.0,14.210526315789474,3.3296398891966756,16.0,203.0,137.0,93.89473684210526,38.171745152354575,1.0,2.0,1.9473684210526316,2.0,5.0,3.526315789473684,1.113573407202216,1.0,17.0,16.0,7.368421052631579,3.041551246537396,2.0,2.0,1.5263157894736843,0.6481994459833795,7.0,2.3157894736842106,0.9861495844875346,2.3
KV4Ag11O16,3.44,2.62,2.6128125,3.44,5.0,3.0,1.0,12.4375,3.5625,16.0,203.0,137.0,108.3125,42.3125,1.0,2.0,1.625,2.0,4.0,2.0,2.0,1.0,11.0,10.0,7.4375,2.44921875,2.0,2.0,1.0,1.0,7.0,2.25,1.1875,2.0
KY(TeO3)2,3.44,2.62,2.688,3.44,5.0,3.0,1.0,13.2,4.48,16.0,203.0,137.0,106.5,48.6,1.0,2.0,1.9,2.0,4.0,3.2,1.2799999999999998,1.0,16.0,15.0,7.2,3.5200000000000005,2.0,2.0,1.6,0.6399999999999999,9.0,2.6,1.28,3.8
KZn4(BO3)3,3.44,2.62,2.6176470588235294,3.44,4.0,2.0,1.0,13.647058823529411,2.491349480968858,16.0,203.0,137.0,90.41176470588235,28.110726643598614,1.0,2.0,1.9411764705882353,2.0,4.0,2.2941176470588234,1.8062283737024223,1.0,12.0,11.0,6.588235294117647,2.546712802768166,5.0,5.0,1.9411764705882353,1.1418685121107268,5.0,2.0,1.0588235294117647,2.32
KZrPSe6,2.55,1.73,2.1822222222222223,2.55,5.0,2.0,1.0,12.88888888888889,4.617283950617284,16.0,203.0,96.0,133.88888888888889,24.493827160493826,1.0,2.0,1.8888888888888888,2.0,4.0,3.0,1.3333333333333333,1.0,16.0,15.0,11.777777777777779,5.62962962962963,3.0,3.0,1.6666666666666667,0.7407407407407407,8.0,2.6666666666666665,1.259259259259259,2.0
La(InS2)3,2.58,1.48,2.192,2.58,6.0,3.0,3.0,13.8,2.6399999999999997,16.0,207.0,102.0,126.3,25.56,2.0,2.0,2.0,2.0,4.0,2.7,1.56,3.0,13.0,10.0,7.8,3.12,5.0,5.0,2.7,1.3800000000000001,9.0,3.6,1.9200000000000004,1.03
La1.86Tb1.14Ga1.67S7,2.58,1.48,2.100094258783205,2.58,6.0,3.0,3.0,12.228791773778921,4.744880089346488,16.0,207.0,102.0,132.38389031705228,35.823192639047676,2.0,2.0,2.0,2.0,4.0,2.5424164524421595,1.7486006568817285,3.0,13.0,10.0,7.011996572407884,2.4929373832962893,5.0,5.0,1.9151670951156814,0.9846617455607615,9.0,3.8380462724935733,2.205025519700945,2.67
La10Se14O,3.44,2.34,2.0056,2.55,6.0,4.0,3.0,10.8,6.239999999999998,16.0,207.0,141.0,152.64,43.48799999999999,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,3.0,16.0,13.0,10.4,6.271999999999999,2.0,2.0,1.2,0.9600000000000002,9.0,4.8,3.3599999999999994,2.04
La1Se0.14S1.86,2.58,1.48,2.0852666666666666,2.58,6.0,3.0,3.0,11.666666666666666,5.777777777777779,16.0,207.0,102.0,139.70000000000002,44.866666666666674,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,3.0,16.0,13.0,5.466666666666666,1.6444444444444448,2.0,2.0,1.3333333333333333,0.888888888888889,9.0,4.333333333333333,3.111111111111111,2.5
La2.1Bi5.9Pb2S14,2.58,1.48,2.2920000000000003,2.58,6.0,3.0,3.0,14.450000000000001,2.0787499999999994,16.0,207.0,102.0,127.91250000000001,26.73125,2.0,2.0,2.0,2.0,4.0,3.2375000000000003,0.8895833333333334,3.0,29.0,26.0,13.225000000000001,10.218541666666667,4.0,4.0,2.2375000000000003,0.6686458333333333,9.0,3.0250000000000004,1.2081250000000001,1.0
La20Mo12Cl4O63,3.44,2.34,2.8008080808080806,3.44,6.0,4.0,3.0,12.202020202020202,5.221508009386796,16.0,207.0,141.0,106.60606060606061,52.05264768901133,1.0,2.0,1.878787878787879,2.0,5.0,2.7474747474747474,1.7761452912968063,3.0,7.0,4.0,5.434343434343434,0.9835731047852261,2.0,2.0,1.3131313131313131,0.8741965105601469,9.0,3.8585858585858586,2.5964697479848997,2.4
La2Fe(SeO)2,3.44,2.34,2.287142857142857,1.1,6.0,4.0,3.0,11.142857142857142,5.551020408163266,3.0,207.0,141.0,131.14285714285714,43.59183673469387,2.0,2.0,2.0,2.0,4.0,2.2857142857142856,1.9591836734693877,3.0,16.0,13.0,8.285714285714286,4.408163265306123,2.0,2.0,1.1428571428571428,0.9795918367346939,9.0,4.285714285714286,2.693877551020408,0.7
La2Ga0.33Sb1S5,2.58,1.48,2.1305282112845143,2.58,6.0,3.0,3.0,12.63985594237695,4.628982445319064,16.0,207.0,102.0,134.24489795918367,36.07810471127226,2.0,2.0,2.0,2.0,4.0,2.800720288115246,1.4875578082373406,3.0,15.0,12.0,6.637454981992797,2.511929141404461,5.0,5.0,1.758703481392557,0.8445154772593311,9.0,3.919567827130852,2.525187746166894,1.76
La2Ga2GeS8,2.58,1.48,2.19,2.58,6.0,3.0,3.0,13.384615384615385,3.313609467455621,16.0,207.0,102.0,124.46153846153847,25.396449704142015,2.0,2.0,2.0,2.0,4.0,2.769230769230769,1.5147928994082842,3.0,14.0,11.0,7.230769230769231,2.816568047337278,5.0,5.0,2.3076923076923075,1.0887573964497042,9.0,3.6923076923076925,2.0828402366863905,2.78
La2Ge2Se7,2.55,1.4499999999999997,2.188181818181818,2.55,6.0,2.0,3.0,13.272727272727273,3.735537190082644,16.0,207.0,87.0,135.8181818181818,25.884297520661153,2.0,2.0,2.0,2.0,4.0,2.909090909090909,1.3884297520661157,3.0,16.0,13.0,13.272727272727273,3.735537190082644,4.0,4.0,2.0,0.7272727272727273,9.0,3.6363636363636362,2.0826446280991733,1.08
La2GeSe5,2.55,1.4499999999999997,2.12,2.55,6.0,2.0,3.0,12.5,4.75,16.0,207.0,87.0,141.75,32.625,2.0,2.0,2.0,2.0,4.0,2.75,1.5625,3.0,16.0,13.0,12.5,4.75,4.0,4.0,1.75,0.875,9.0,4.0,2.5,1.24
La2HfS5,2.58,1.48,2.05,2.58,6.0,3.0,3.0,11.25,5.9375,16.0,207.0,102.0,139.25,42.8125,2.0,2.0,2.0,2.0,4.0,2.5,1.875,3.0,18.0,15.0,6.75,2.8125,2.0,2.0,1.25,0.9375,9.0,4.5,3.125,0.7
La2Mn(SeO)2,3.44,2.34,2.2471428571428573,1.1,6.0,4.0,3.0,11.0,5.714285714285714,3.0,207.0,141.0,132.14285714285714,44.73469387755102,2.0,2.0,2.0,2.0,4.0,2.2857142857142856,1.9591836734693877,3.0,16.0,13.0,8.142857142857142,4.489795918367347,2.0,2.0,1.1428571428571428,0.9795918367346939,9.0,4.428571428571429,2.775510204081633,1.6
La2O3,3.44,2.34,2.504,3.44,6.0,4.0,3.0,10.8,6.24,16.0,207.0,141.0,122.4,67.67999999999999,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,3.0,6.0,3.0,4.8,1.44,2.0,2.0,1.2,0.9600000000000002,9.0,4.8,3.3599999999999994,5.4
La2S3,2.58,1.48,1.9880000000000002,2.58,6.0,3.0,3.0,10.8,6.24,16.0,207.0,102.0,145.8,48.96,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,3.0,6.0,3.0,4.8,1.44,2.0,2.0,1.2,0.9600000000000002,9.0,4.8,3.3599999999999994,2.77
La2TiCoO6,3.44,2.34,2.6260000000000003,3.44,6.0,4.0,3.0,11.5,5.4,16.0,207.0,141.0,109.6,52.32000000000001,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,3.0,9.0,6.0,5.5,1.3,2.0,2.0,1.2,0.9600000000000002,9.0,4.1,2.7399999999999998,1.02
La2V2IO9,3.44,2.34,2.7914285714285714,3.44,6.0,4.0,3.0,12.642857142857142,4.938775510204082,16.0,207.0,141.0,103.78571428571429,48.58163265306122,2.0,2.0,2.0,2.0,5.0,2.9285714285714284,1.6734693877551021,3.0,17.0,14.0,6.214285714285714,1.5408163265306123,2.0,2.0,1.3571428571428572,0.826530612244898,9.0,3.642857142857143,2.489795918367347,3.63
La2VCoO6,3.44,2.34,2.6350000000000002,3.44,6.0,4.0,3.0,11.6,5.279999999999999,16.0,207.0,141.0,108.9,51.48,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,3.0,9.0,6.0,5.6,1.1600000000000001,2.0,2.0,1.2,0.9600000000000002,9.0,4.0,2.6,0.41
La2VNiO6,3.44,2.34,2.6380000000000003,3.44,6.0,4.0,3.0,11.7,5.16,16.0,207.0,141.0,108.7,51.24000000000001,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,3.0,10.0,7.0,5.7,1.22,2.0,2.0,1.2,0.9600000000000002,9.0,3.9,2.6599999999999997,0.45
La2YbCuS5,2.58,1.48,2.0288888888888885,2.58,6.0,3.0,3.0,11.11111111111111,5.432098765432098,16.0,207.0,102.0,139.77777777777777,40.37037037037037,1.0,2.0,1.8888888888888888,2.0,4.0,2.2222222222222223,1.9753086419753088,3.0,16.0,13.0,7.0,2.888888888888889,2.0,2.0,1.1111111111111112,0.9876543209876544,9.0,3.2222222222222223,2.567901234567901,1.45
La2YbCuSe5,2.55,1.4499999999999997,2.0122222222222224,2.55,6.0,2.0,3.0,11.11111111111111,5.432098765432098,16.0,207.0,87.0,148.11111111111111,34.81481481481482,1.0,2.0,1.8888888888888888,2.0,4.0,2.2222222222222223,1.9753086419753088,3.0,16.0,13.0,12.555555555555555,4.592592592592593,2.0,2.0,1.1111111111111112,0.9876543209876544,9.0,3.2222222222222223,2.567901234567901,1.15
La2Zn(SeO)2,3.44,2.34,2.261428571428571,1.1,6.0,4.0,3.0,11.714285714285714,4.979591836734694,3.0,207.0,141.0,129.71428571428572,44.163265306122454,2.0,2.0,2.0,2.0,4.0,2.2857142857142856,1.9591836734693877,3.0,16.0,13.0,8.857142857142858,4.979591836734694,2.0,2.0,1.1428571428571428,0.9795918367346939,9.0,3.7142857142857144,3.0204081632653064,3.4
La2ZrS5,2.58,1.48,2.05375,2.58,6.0,3.0,3.0,11.25,5.9375,16.0,207.0,102.0,139.25,42.8125,2.0,2.0,2.0,2.0,4.0,2.5,1.875,3.0,6.0,3.0,5.0,1.25,2.0,2.0,1.25,0.9375,9.0,4.5,3.125,2.01
La3CuGeSe7,2.55,1.4499999999999997,2.0883333333333334,2.55,6.0,2.0,3.0,12.166666666666666,4.777777777777778,16.0,207.0,87.0,142.75,32.125,1.0,2.0,1.9166666666666667,2.0,4.0,2.5,1.75,3.0,16.0,13.0,12.166666666666666,4.777777777777778,4.0,4.0,1.5,1.0,9.0,3.8333333333333335,2.611111111111111,2.0
La3Ga1Ge0.5S7,2.58,1.48,2.1021739130434787,2.58,6.0,3.0,3.0,12.26086956521739,4.831758034026465,16.0,207.0,102.0,133.7391304347826,38.22306238185254,2.0,2.0,2.0,2.0,4.0,2.608695652173913,1.6937618147448017,3.0,14.0,11.0,6.173913043478261,1.8676748582230622,5.0,5.0,1.826086956521739,0.9527410207939507,9.0,4.173913043478261,2.661625708884688,2.54
La3GaCuSe7,2.55,1.4499999999999997,2.0716666666666668,2.55,6.0,2.0,3.0,12.083333333333334,4.722222222222222,16.0,207.0,87.0,142.91666666666666,32.041666666666664,1.0,2.0,1.9166666666666667,2.0,4.0,2.4166666666666665,1.847222222222222,3.0,16.0,13.0,12.083333333333334,4.722222222222222,5.0,5.0,1.5833333333333333,1.0555555555555556,9.0,3.9166666666666665,2.7222222222222228,1.36
La3In1Ge0.5S7,2.58,1.48,2.0995652173913046,2.58,6.0,3.0,3.0,12.26086956521739,4.831758034026465,16.0,207.0,102.0,135.47826086956522,38.449905482041586,2.0,2.0,2.0,2.0,4.0,2.608695652173913,1.6937618147448017,3.0,14.0,11.0,6.173913043478261,1.8676748582230622,5.0,5.0,1.826086956521739,0.9527410207939507,9.0,4.173913043478261,2.661625708884688,2.61
La3LuSe6,2.55,1.4499999999999997,1.9869999999999997,2.55,6.0,2.0,3.0,10.8,6.24,16.0,207.0,87.0,152.8,39.36,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,3.0,17.0,14.0,12.2,5.5200000000000005,2.0,2.0,1.2,0.9600000000000002,9.0,4.8,3.3599999999999994,1.26
La3Mg0.5Sn1S14,2.58,1.48,2.272162162162162,2.58,6.0,3.0,2.0,13.405405405405405,3.991234477720964,16.0,207.0,102.0,124.35135135135135,29.288531775018267,2.0,2.0,2.0,2.0,4.0,3.135135135135135,1.3089846603360118,2.0,14.0,12.0,5.837837837837838,1.1278305332359386,4.0,4.0,1.7297297297297298,0.6544923301680058,9.0,3.189189189189189,1.9722425127830532,1.71
La3Mo4O16F,3.98,2.88,2.956666666666667,3.44,6.0,4.0,3.0,12.75,4.6875,16.0,207.0,150.0,97.91666666666667,45.96527777777778,1.0,2.0,1.8333333333333333,2.0,5.0,2.875,1.6770833333333333,3.0,7.0,4.0,5.666666666666667,0.6666666666666664,2.0,2.0,1.375,0.8333333333333334,9.0,3.5,2.2083333333333335,3.7
La3Si1Sb0.33S7,2.58,1.48,2.112665489849956,2.58,6.0,3.0,3.0,12.352162400706089,4.952601447858478,16.0,207.0,102.0,133.52780229479256,39.22725831568237,2.0,2.0,2.0,2.0,4.0,2.735216240070609,1.5782638941363523,3.0,15.0,12.0,5.29126213592233,1.4413148356027043,4.0,4.0,1.6760812003530452,0.8875981643528923,9.0,4.059135039717564,2.616521602973929,1.92
La3Si1Sb0.33Se7,2.55,1.4499999999999997,2.0941306266548985,2.55,6.0,3.0,3.0,12.352162400706089,4.952601447858478,16.0,207.0,96.0,142.79523389232125,34.000758750756596,2.0,2.0,2.0,2.0,4.0,2.735216240070609,1.5782638941363523,3.0,16.0,13.0,11.46954986760812,5.80374218365975,4.0,4.0,1.6760812003530452,0.8875981643528923,9.0,4.059135039717564,2.616521602973929,1.75
La3Te4,2.1,1.0,1.6714285714285715,2.1,6.0,1.0,3.0,10.428571428571429,6.36734693877551,16.0,207.0,69.0,167.57142857142858,33.79591836734694,2.0,2.0,2.0,2.0,4.0,2.2857142857142856,1.959183673469388,3.0,16.0,13.0,10.428571428571429,6.36734693877551,2.0,2.0,1.1428571428571428,0.979591836734694,9.0,5.0,3.4285714285714284,0.43
La4Cd4In2S13,2.58,1.48,2.0982608695652174,2.58,6.0,3.0,3.0,12.782608695652174,3.674858223062382,16.0,207.0,102.0,132.7391304347826,31.357277882797728,2.0,2.0,2.0,2.0,4.0,2.347826086956522,1.8676748582230625,3.0,13.0,10.0,7.130434782608695,2.714555765595463,5.0,5.0,1.565217391304348,1.0888468809073724,9.0,3.130434782608696,2.3667296786389413,2.27
La4Fe(SbS5)2,2.58,1.48,2.125294117647059,2.58,6.0,3.0,3.0,12.352941176470589,4.913494809688581,16.0,207.0,102.0,134.58823529411765,35.11418685121107,2.0,2.0,2.0,2.0,4.0,2.7058823529411766,1.5916955017301038,3.0,15.0,12.0,6.470588235294118,2.186851211072664,3.0,3.0,1.5294117647058822,0.8996539792387543,9.0,3.8823529411764706,2.422145328719723,1.0
La4Fe(SbSe5)2,2.55,1.4499999999999997,2.107647058823529,2.55,6.0,2.0,3.0,12.352941176470589,4.913494809688581,16.0,207.0,87.0,143.41176470588235,29.923875432525946,2.0,2.0,2.0,2.0,4.0,2.7058823529411766,1.5916955017301038,3.0,16.0,13.0,12.352941176470589,4.913494809688581,3.0,3.0,1.5294117647058822,0.8996539792387543,9.0,3.8823529411764706,2.422145328719723,0.85
La4InSbS9,2.58,1.48,2.0966666666666667,2.58,6.0,3.0,3.0,12.266666666666667,4.942222222222222,16.0,207.0,102.0,136.93333333333334,38.32,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.6444444444444446,3.0,15.0,12.0,6.266666666666667,2.062222222222222,5.0,5.0,1.7333333333333334,0.9244444444444443,9.0,4.133333333333334,2.7111111111111112,2.07
La4InSbSe9,2.55,1.4499999999999997,2.0786666666666664,2.55,6.0,2.0,3.0,12.266666666666667,4.942222222222222,16.0,207.0,87.0,145.93333333333334,32.56888888888889,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.6444444444444446,3.0,16.0,13.0,12.266666666666667,4.942222222222222,5.0,5.0,1.7333333333333334,0.9244444444444443,9.0,4.133333333333334,2.7111111111111112,1.76
La5Cu6.33S7O4,3.44,2.34,2.2098969995521722,2.58,6.0,4.0,3.0,11.671742051052396,4.264293545761187,16.0,207.0,141.0,128.50694133452754,37.131782774724854,1.0,2.0,1.716524854455889,2.0,4.0,1.9704433497536948,1.999563202213109,3.0,11.0,8.0,6.7456336766681595,2.4120142254089165,2.0,2.0,0.9852216748768474,0.9997816011065545,9.0,3.283922973578146,2.559819537134731,2.0
La5In3(S3O)3,3.44,2.34,2.2190000000000003,2.58,6.0,4.0,3.0,12.3,4.6499999999999995,16.0,207.0,141.0,130.2,41.94,2.0,2.0,2.0,2.0,4.0,2.55,1.7399999999999998,3.0,13.0,10.0,6.3,2.01,5.0,5.0,1.95,0.9749999999999999,9.0,4.2,2.64,2.6
La6Sb4(SO4)3,3.44,2.34,2.5528,3.44,6.0,4.0,3.0,12.72,4.6655999999999995,16.0,207.0,141.0,116.2,50.88,2.0,2.0,2.0,2.0,4.0,2.88,1.3824,3.0,15.0,12.0,6.72,2.6496,3.0,3.0,1.68,0.8064,9.0,3.84,2.4768,2.6
La8Sb2S15,2.58,1.48,2.064,2.58,6.0,3.0,3.0,11.76,5.6064,16.0,207.0,102.0,140.36,42.64960000000001,2.0,2.0,2.0,2.0,4.0,2.64,1.6895999999999998,3.0,15.0,12.0,5.76,1.7664000000000002,3.0,3.0,1.44,0.9216,9.0,4.32,2.9951999999999996,2.3
LaB6,2.04,0.94,1.9057142857142857,2.04,6.0,4.0,3.0,11.571428571428571,2.448979591836735,13.0,207.0,123.0,101.57142857142857,30.122448979591834,2.0,2.0,2.0,2.0,1.0,0.8571428571428571,0.2448979591836735,3.0,3.0,0.0,3.0,0.0,5.0,5.0,4.285714285714286,1.2244897959183676,9.0,5.571428571428571,0.9795918367346937,4.1
LaBeB3O7,3.44,2.34,2.7391666666666663,3.44,6.0,4.0,2.0,13.0,3.5,16.0,207.0,141.0,84.75,22.25,2.0,2.0,2.0,2.0,4.0,2.5833333333333335,1.652777777777778,2.0,6.0,4.0,4.666666666666667,1.5555555555555556,5.0,5.0,2.4166666666666665,1.2916666666666665,9.0,3.1666666666666665,1.8888888888888886,5.65
LaCuSO,3.44,2.34,2.255,1.1,6.0,4.0,3.0,11.5,4.5,3.0,207.0,141.0,127.5,42.0,1.0,2.0,1.75,1.0,4.0,2.0,2.0,3.0,11.0,8.0,6.5,2.25,2.0,2.0,1.0,1.0,9.0,3.5,2.75,3.1
LaCuSeO,3.44,2.34,2.2475,1.1,6.0,4.0,3.0,11.5,4.5,3.0,207.0,141.0,131.25,38.25,1.0,2.0,1.75,1.0,4.0,2.0,2.0,3.0,16.0,13.0,9.0,4.5,2.0,2.0,1.0,1.0,9.0,3.5,2.75,2.83
LaCuTeO,3.44,2.34,2.135,1.1,6.0,4.0,3.0,11.5,4.5,3.0,207.0,141.0,135.75,36.75,1.0,2.0,1.75,1.0,4.0,2.0,2.0,3.0,16.0,13.0,9.0,4.5,2.0,2.0,1.0,1.0,9.0,3.5,2.75,2.31
LaF3,3.98,2.88,3.26,3.98,6.0,4.0,3.0,13.5,5.25,17.0,207.0,150.0,94.5,56.25,2.0,2.0,2.0,2.0,5.0,3.75,1.875,3.0,7.0,4.0,6.0,1.5,1.0,1.0,0.75,0.375,9.0,3.0,3.0,6.6
LaGaO3,3.44,2.34,2.646,3.44,6.0,4.0,3.0,12.8,3.9199999999999995,16.0,207.0,141.0,105.4,47.28,2.0,2.0,2.0,2.0,4.0,2.6,1.6799999999999997,3.0,13.0,10.0,6.8,2.4799999999999995,5.0,5.0,2.2,1.12,9.0,4.0,2.4,4.4
LaGaS3,2.58,1.48,2.13,2.58,6.0,3.0,3.0,12.8,3.9199999999999995,16.0,207.0,102.0,128.8,31.28000000000001,2.0,2.0,2.0,2.0,4.0,2.6,1.6799999999999997,3.0,13.0,10.0,6.8,2.4799999999999995,5.0,5.0,2.2,1.12,9.0,4.0,2.4,2.5
LaH2NO5,3.44,2.34,2.86,3.44,6.0,5.0,1.0,11.11111111111111,6.296296296296297,16.0,207.0,176.0,74.44444444444444,29.456790123456788,1.0,2.0,1.7777777777777777,2.0,4.0,2.5555555555555554,1.7037037037037037,1.0,6.0,5.0,4.444444444444445,1.8518518518518516,3.0,3.0,1.4444444444444444,0.9629629629629629,9.0,2.6666666666666665,1.4814814814814816,4.76
LaInS2O,3.44,2.34,2.296,2.58,6.0,4.0,3.0,12.8,3.9199999999999995,16.0,207.0,141.0,125.0,39.6,2.0,2.0,2.0,2.0,4.0,2.6,1.6800000000000002,3.0,13.0,10.0,6.8,2.4799999999999995,5.0,5.0,2.2,1.12,9.0,4.0,2.4,2.73
LaMg2H7Pd,2.2,1.1,1.9381818181818182,2.2,6.0,5.0,1.0,2.1818181818181817,1.5702479338842976,1.0,207.0,176.0,76.81818181818181,58.31404958677686,0.0,2.0,1.1818181818181819,1.0,0.0,0.0,0.0,1.0,10.0,9.0,2.1818181818181817,1.5702479338842976,0.0,0.0,0.0,0.0,9.0,1.4545454545454546,1.3719008264462809,1.0
LaNbN2O,3.44,2.34,2.444,3.04,6.0,4.0,3.0,10.8,5.4399999999999995,15.0,207.0,141.0,115.8,55.760000000000005,1.0,2.0,1.8,2.0,4.0,2.0,1.6,3.0,6.0,3.0,4.8,0.7200000000000001,3.0,3.0,1.6,1.28,9.0,4.8,2.56,1.7
LaP,2.19,1.0899999999999999,1.645,1.1,6.0,3.0,3.0,9.0,6.0,3.0,207.0,100.0,157.0,50.0,2.0,2.0,2.0,2.0,3.0,1.5,1.5,3.0,5.0,2.0,4.0,1.0,3.0,3.0,1.5,1.5,9.0,6.0,3.0,0.54
LaSb,2.05,0.9499999999999997,1.575,1.1,6.0,1.0,3.0,9.0,6.0,3.0,207.0,68.0,173.0,34.0,2.0,2.0,2.0,2.0,3.0,1.5,1.5,3.0,15.0,12.0,9.0,6.0,3.0,3.0,1.5,1.5,9.0,6.0,3.0,0.8
LaSi2,1.9,0.7999999999999998,1.6333333333333335,1.9,6.0,3.0,3.0,10.333333333333334,4.888888888888888,14.0,207.0,96.0,143.0,42.666666666666664,2.0,2.0,2.0,2.0,2.0,1.3333333333333333,0.888888888888889,3.0,4.0,1.0,3.6666666666666665,0.4444444444444445,4.0,4.0,2.6666666666666665,1.777777777777778,9.0,5.666666666666667,2.2222222222222223,0.19
LaTaN2O,3.44,2.34,2.424,3.04,6.0,4.0,3.0,10.8,5.4399999999999995,15.0,207.0,141.0,117.0,57.2,2.0,2.0,2.0,2.0,4.0,2.0,1.6,3.0,19.0,16.0,7.6,4.56,3.0,3.0,1.6,1.28,9.0,4.8,2.56,2.0
LaVI5O16,3.44,2.34,3.09,3.44,6.0,4.0,3.0,15.173913043478262,1.9432892249527405,16.0,207.0,141.0,91.78260869565217,35.87145557655954,2.0,2.0,2.0,2.0,5.0,3.869565217391304,0.67296786389414,3.0,17.0,14.0,8.217391304347826,3.818525519848771,2.0,2.0,1.608695652173913,0.5444234404536862,9.0,2.3043478260869565,0.9905482041587901,3.58
LaZnAsO,3.44,2.34,2.0925,1.1,6.0,4.0,3.0,11.5,4.25,3.0,207.0,141.0,128.5,39.25,2.0,2.0,2.0,2.0,4.0,1.75,1.75,3.0,15.0,12.0,9.0,4.5,3.0,3.0,1.25,1.25,9.0,3.5,2.75,1.5
Li0.33Ag1Sn0.67O2,3.44,2.46,2.61165,3.44,5.0,3.0,1.0,13.1775,3.0980375,16.0,145.0,79.0,103.0925,37.0925,1.0,2.0,1.6675,2.0,4.0,2.335,1.665,1.0,14.0,13.0,8.1775,3.3617875,4.0,4.0,1.67,1.11055,4.0,2.0025,0.6691625,2.7
