composition,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum Row,MagpieData range Row,MagpieData minimum Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,gap expt
RbCd4Ga5Se12,2.55,1.73,2.146818181818182,2.55,5.0,1.0,1.0,13.909090909090908,2.28099173553719,16.0,220.0,100.0,129.36363636363637,13.561983471074386,1.0,2.0,1.9545454545454546,2.0,4.0,2.409090909090909,1.7355371900826448,1.0,16.0,15.0,13.909090909090908,2.28099173553719,5.0,5.0,2.227272727272727,1.2603305785123966,5.0,2.272727272727273,1.2396694214876034,2.19
ZnTc,1.9,0.25,1.775,1.65,5.0,1.0,7.0,9.5,2.5,7.0,147.0,25.0,134.5,12.5,2.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,12.0,5.0,9.5,2.5,0.0,0.0,0.0,0.0,5.0,2.5,2.5,2.37
Al0.99Ga0.01P1,2.19,0.5799999999999998,1.901,2.19,4.0,1.0,13.0,14.0,1.0,15.0,122.0,15.0,114.005,7.005,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,13.0,10.0,4.05,1.0394999999999999,5.0,2.0,4.0,1.0,5.0,4.0,1.0,2.49
Pr2Ge2Se7,2.55,1.42,2.1936363636363634,2.55,6.0,2.0,3.0,13.272727272727273,3.735537190082644,16.0,203.0,83.0,135.0909090909091,24.694214876033058,2.0,2.0,2.0,2.0,4.0,2.909090909090909,1.3884297520661157,5.0,16.0,11.0,13.636363636363637,3.1404958677685952,4.0,4.0,2.0,0.7272727272727273,11.0,4.0,2.5454545454545454,1.32
Sm4GaSbS9,2.58,1.4100000000000001,2.1173333333333333,2.58,6.0,3.0,3.0,12.266666666666667,4.942222222222222,16.0,198.0,93.0,133.2,35.333333333333336,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.6444444444444446,6.0,15.0,9.0,7.6,1.9199999999999997,5.0,5.0,1.7333333333333334,0.9244444444444443,8.0,3.8666666666666667,2.355555555555555,2.23
La2HfS5,2.58,1.48,2.05,2.58,6.0,3.0,3.0,11.25,5.9375,16.0,207.0,102.0,139.25,42.8125,2.0,2.0,2.0,2.0,4.0,2.5,1.875,3.0,18.0,15.0,6.75,2.8125,2.0,2.0,1.25,0.9375,9.0,4.5,3.125,0.7
CoPS,2.58,0.7000000000000002,2.216666666666667,1.88,4.0,1.0,9.0,13.333333333333334,2.888888888888889,9.0,126.0,21.0,112.66666666666667,8.888888888888891,2.0,2.0,2.0,2.0,4.0,2.3333333333333335,1.5555555555555554,5.0,9.0,4.0,6.666666666666667,1.5555555555555556,3.0,3.0,1.6666666666666667,1.111111111111111,3.0,2.6666666666666665,0.4444444444444445,0.4
YSbPt,2.28,1.0599999999999998,1.8499999999999996,1.22,6.0,1.0,3.0,9.333333333333334,4.222222222222222,3.0,190.0,54.0,155.0,23.333333333333332,1.0,2.0,1.6666666666666667,1.0,3.0,1.0,1.3333333333333333,3.0,24.0,21.0,14.0,7.333333333333333,3.0,3.0,1.0,1.3333333333333333,9.0,4.666666666666667,2.8888888888888893,0.16
ScHg,2.0,0.6399999999999999,1.6800000000000002,1.36,6.0,2.0,3.0,7.5,4.5,3.0,170.0,38.0,151.0,19.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,26.0,23.0,14.5,11.5,0.0,0.0,0.0,0.0,9.0,4.5,4.5,0.24
CsHo9(Cd2Se9)2,2.55,1.7599999999999998,2.01625,2.55,6.0,2.0,1.0,11.375,5.359375,16.0,244.0,124.0,147.125,31.296875,1.0,2.0,1.96875,2.0,4.0,2.25,1.96875,1.0,16.0,15.0,14.1875,2.0390625,2.0,2.0,1.125,0.984375,3.0,2.0,0.5625,2.06
K2SmP2S7,2.58,1.7600000000000002,2.1041666666666665,2.58,6.0,3.0,1.0,12.25,5.291666666666667,16.0,203.0,98.0,129.41666666666666,35.958333333333336,1.0,2.0,1.8333333333333333,2.0,4.0,2.8333333333333335,1.4166666666666667,1.0,8.0,7.0,5.166666666666667,1.4444444444444444,3.0,3.0,1.6666666666666667,0.8333333333333334,8.0,2.5,1.0833333333333333,2.59
CeN,3.04,1.92,2.08,1.12,6.0,4.0,3.0,9.0,6.0,3.0,204.0,133.0,137.5,66.5,2.0,2.0,2.0,2.0,3.0,1.5,1.5,4.0,5.0,1.0,4.5,0.5,3.0,3.0,1.5,1.5,22.0,12.5,9.5,0.7
Rb2Cd3(B4O7)4,3.44,2.62,2.7687755102040814,3.44,5.0,3.0,1.0,14.16326530612245,2.099125364431487,16.0,220.0,154.0,82.93877551020408,19.35860058309038,1.0,2.0,1.9591836734693877,2.0,4.0,2.6122448979591835,1.5860058309037903,1.0,12.0,11.0,5.183673469387755,1.7675968346522284,5.0,5.0,2.7755102040816326,1.4527280299875052,5.0,2.816326530612245,1.4260724698042482,4.76
NaYb(PS3)2,2.58,1.65,2.205,2.58,6.0,3.0,1.0,13.0,4.4,16.0,187.0,82.0,119.7,22.720000000000002,1.0,2.0,1.9,2.0,4.0,3.0,1.2,1.0,16.0,15.0,6.3,1.94,3.0,3.0,1.8,0.72,3.0,1.9,0.56,1.85
BaCaB2O5,3.44,2.55,2.5744444444444445,3.44,6.0,4.0,2.0,12.222222222222221,4.5432098765432105,16.0,215.0,149.0,98.77777777777777,42.98765432098765,2.0,2.0,2.0,2.0,4.0,2.4444444444444446,1.728395061728395,2.0,6.0,4.0,4.444444444444445,1.728395061728395,5.0,5.0,2.2222222222222223,1.2345679012345678,5.0,2.2222222222222223,1.2345679012345678,5.6
BaNa2SnS4,2.58,1.69,1.8787500000000001,2.58,6.0,3.0,1.0,10.25,6.6875,16.0,215.0,110.0,138.25,33.25,1.0,2.0,1.75,2.0,4.0,2.25,1.75,1.0,14.0,13.0,5.25,2.9375,4.0,4.0,1.5,1.125,4.0,1.75,0.8125,3.27
BiP3(PbO4)3,3.44,1.42,2.9926315789473685,3.44,6.0,4.0,14.0,15.473684210526315,0.6648199445983382,16.0,148.0,82.0,89.42105263157895,29.584487534626042,2.0,2.0,2.0,2.0,2.0,3.473684210526316,0.6648199445983379,5.0,29.0,24.0,10.526315789473685,7.462603878116343,4.0,2.0,2.526315789473684,0.6648199445983379,4.0,2.526315789473684,0.6648199445983379,3.7
Sm(ErSe2)3,2.55,1.38,2.0189999999999997,2.55,6.0,2.0,3.0,10.8,6.24,16.0,198.0,78.0,148.5,34.2,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,8.0,16.0,8.0,14.6,1.6800000000000002,2.0,2.0,1.2,0.9600000000000002,8.0,2.6,1.08,2.0
Nd2O3,3.44,2.3,2.52,3.44,6.0,4.0,3.0,10.8,6.24,16.0,201.0,135.0,120.0,64.8,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,6.0,6.0,0.0,6.0,0.0,2.0,2.0,1.2,0.9600000000000002,10.0,5.2,3.8400000000000007,4.4
Sn2SbS2I3,2.66,0.7000000000000002,2.38875,2.66,5.0,2.0,14.0,15.75,1.0625,17.0,139.0,34.0,130.5,12.75,2.0,2.0,2.0,2.0,3.0,3.75,1.0625,6.0,17.0,11.0,13.25,3.625,4.0,3.0,2.25,1.0625,4.0,2.25,1.0625,1.5
Ba3Ta2Se9,2.55,1.6599999999999997,2.044285714285714,2.55,6.0,2.0,2.0,11.428571428571429,5.877551020408163,16.0,215.0,95.0,147.5,35.357142857142854,2.0,2.0,2.0,2.0,4.0,2.5714285714285716,1.836734693877551,2.0,19.0,17.0,13.428571428571429,4.8979591836734695,2.0,2.0,1.2857142857142858,0.9183673469387755,7.0,2.2857142857142856,1.3469387755102038,1.6
NaIn3S5,2.58,1.65,2.1300000000000003,2.58,5.0,2.0,1.0,13.333333333333334,2.962962962962963,16.0,166.0,61.0,124.11111111111111,21.23456790123457,1.0,2.0,1.8888888888888888,2.0,4.0,2.5555555555555554,1.6049382716049383,1.0,13.0,12.0,7.777777777777778,3.481481481481482,5.0,5.0,2.7777777777777777,1.4814814814814814,5.0,2.888888888888889,1.4074074074074074,2.18
Cd1Se0.01S0.99,2.58,0.8900000000000001,2.13485,1.69,5.0,2.0,12.0,14.0,2.0,12.0,144.0,39.0,124.57499999999999,19.424999999999997,2.0,2.0,2.0,2.0,4.0,2.0,2.0,6.0,16.0,10.0,9.05,3.0195,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.4
KV4Ag11O16,3.44,2.62,2.6128125,3.44,5.0,3.0,1.0,12.4375,3.5625,16.0,203.0,137.0,108.3125,42.3125,1.0,2.0,1.625,2.0,4.0,2.0,2.0,1.0,11.0,10.0,7.4375,2.44921875,2.0,2.0,1.0,1.0,7.0,2.25,1.1875,2.0
BaCu2SnSe4,2.55,1.6599999999999997,2.1062499999999997,2.55,6.0,2.0,2.0,12.75,3.5625,16.0,215.0,95.0,137.25,19.875,1.0,2.0,1.75,2.0,4.0,2.25,1.75,2.0,16.0,14.0,12.75,3.5625,4.0,4.0,1.5,1.125,4.0,1.75,0.8125,0.48
KFeCuTe2,2.1,1.2800000000000002,1.75,2.1,5.0,1.0,1.0,10.4,4.720000000000001,16.0,203.0,71.0,148.6,21.759999999999998,1.0,2.0,1.6,2.0,4.0,1.6,1.9200000000000004,1.0,16.0,15.0,10.4,4.720000000000001,2.0,2.0,0.8,0.9600000000000002,4.0,2.0,0.8,1.06
Sn0.05Pb0.95Se1,2.55,0.5899999999999999,2.4307499999999997,2.55,6.0,2.0,14.0,15.0,1.0,16.0,146.0,26.0,132.825,12.825,2.0,2.0,2.0,2.0,2.0,3.0,1.0,14.0,28.0,14.0,21.65,6.0325,4.0,2.0,3.0,1.0,4.0,3.0,1.0,0.12
InPS4,2.58,0.8,2.3816666666666664,2.58,5.0,2.0,13.0,15.333333333333334,0.8888888888888887,16.0,142.0,37.0,111.5,10.166666666666666,2.0,2.0,2.0,2.0,3.0,3.3333333333333335,0.8888888888888888,5.0,13.0,8.0,7.0,2.0,5.0,3.0,2.6666666666666665,0.8888888888888888,5.0,2.6666666666666665,0.8888888888888888,3.12
K3Sm(AsS4)2,2.58,1.7600000000000002,2.0450000000000004,2.58,6.0,3.0,1.0,11.714285714285714,5.836734693877552,16.0,203.0,98.0,134.64285714285714,38.3469387755102,1.0,2.0,1.7857142857142858,2.0,4.0,2.7142857142857144,1.5510204081632655,1.0,15.0,14.0,6.357142857142857,2.704081632653061,3.0,3.0,1.5714285714285714,0.8979591836734694,8.0,2.357142857142857,0.9897959183673469,2.2
CsYTe3O8,3.44,2.65,2.756153846153846,3.44,6.0,4.0,1.0,13.846153846153847,3.644970414201183,16.0,244.0,178.0,105.84615384615384,49.0414201183432,1.0,2.0,1.9230769230769231,2.0,4.0,3.3846153846153846,1.0414201183431953,1.0,16.0,15.0,7.6923076923076925,3.834319526627219,2.0,2.0,1.6923076923076923,0.5207100591715976,9.0,2.4615384615384617,1.0059171597633136,3.4
ScNiSb,2.05,0.6899999999999997,1.7733333333333334,1.36,5.0,1.0,3.0,9.333333333333334,4.222222222222222,3.0,170.0,46.0,144.33333333333334,17.111111111111114,2.0,2.0,2.0,2.0,3.0,1.0,1.3333333333333333,3.0,15.0,12.0,9.333333333333334,4.222222222222222,3.0,3.0,1.0,1.3333333333333333,9.0,4.666666666666667,2.8888888888888893,0.11
Sr2TiO4,3.44,2.49,2.457142857142857,3.44,5.0,3.0,2.0,10.285714285714286,6.530612244897959,16.0,195.0,129.0,116.28571428571429,57.46938775510204,2.0,2.0,2.0,2.0,4.0,2.2857142857142856,1.959183673469388,2.0,6.0,4.0,4.571428571428571,1.6326530612244898,2.0,2.0,1.1428571428571428,0.979591836734694,8.0,2.2857142857142856,1.6326530612244896,3.41
RbIn5S6,2.58,1.7600000000000002,2.1,2.58,5.0,2.0,1.0,13.5,2.5,16.0,220.0,115.0,130.0,25.0,1.0,2.0,1.9166666666666667,2.0,4.0,2.4166666666666665,1.5833333333333333,1.0,13.0,12.0,8.5,3.75,5.0,5.0,3.0833333333333335,1.5972222222222223,5.0,3.1666666666666665,1.5277777777777777,2.5
La20Mo12Cl4O63,3.44,2.34,2.8008080808080806,3.44,6.0,4.0,3.0,12.202020202020202,5.221508009386796,16.0,207.0,141.0,106.60606060606061,52.05264768901133,1.0,2.0,1.878787878787879,2.0,5.0,2.7474747474747474,1.7761452912968063,3.0,7.0,4.0,5.434343434343434,0.9835731047852261,2.0,2.0,1.3131313131313131,0.8741965105601469,9.0,3.8585858585858586,2.5964697479848997,2.4
Zn0.5Ga0.5P0.5Se0.5,2.55,0.8999999999999999,2.05,1.65,4.0,1.0,12.0,14.0,1.5,12.0,122.0,15.0,117.75,5.375,2.0,2.0,2.0,2.0,4.0,2.0,1.5,5.0,16.0,11.0,11.5,3.25,5.0,5.0,2.5,1.5,5.0,2.5,1.5,2.13
Sr2ScSbO6,3.44,2.49,2.5949999999999998,3.44,5.0,3.0,2.0,11.8,5.68,16.0,195.0,129.0,109.5,52.2,2.0,2.0,2.0,2.0,4.0,2.7,1.6200000000000003,2.0,15.0,13.0,5.8,2.0799999999999996,3.0,3.0,1.5,0.9,9.0,2.4,1.44,3.57
In0.2Ga0.8As1,2.18,0.40000000000000013,1.9920000000000002,2.18,5.0,1.0,13.0,14.0,1.0,15.0,142.0,23.0,122.5,3.9000000000000004,2.0,2.0,2.0,2.0,2.0,2.0,1.0,13.0,15.0,2.0,14.0,1.0,5.0,2.0,4.0,1.0,5.0,4.0,1.0,1.07
Gd3.04Sc0.96S6,2.58,1.3800000000000001,2.04336,2.58,6.0,3.0,3.0,10.8,6.24,16.0,196.0,91.0,138.904,40.684799999999996,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,3.0,10.0,7.0,6.928,1.8677759999999999,2.0,2.0,1.2,0.9600000000000002,16.0,6.928,5.9136,1.5
RuSe2,2.55,0.34999999999999964,2.433333333333333,2.55,5.0,1.0,8.0,13.333333333333334,3.5555555555555554,16.0,146.0,26.0,128.66666666666666,11.555555555555552,1.0,2.0,1.6666666666666667,2.0,4.0,2.6666666666666665,1.777777777777778,8.0,16.0,8.0,13.333333333333334,3.5555555555555554,2.0,2.0,1.3333333333333333,0.888888888888889,4.0,2.6666666666666665,0.8888888888888888,1.0
Gd3Al0.74Si0.7S7,2.58,1.3800000000000001,2.1137587412587413,2.58,6.0,3.0,3.0,12.274475524475521,4.864235414934717,16.0,196.0,91.0,130.26573426573424,34.4760134969925,2.0,2.0,2.0,2.0,4.0,2.6346153846153846,1.670925228617536,3.0,10.0,7.0,6.732517482517482,1.7137146070712497,5.0,5.0,1.7919580419580416,0.939838133894078,16.0,5.9877622377622375,5.251173651523302,2.34
CuSbPbS3,2.58,0.6800000000000002,2.3366666666666664,2.58,6.0,3.0,11.0,14.666666666666666,1.4444444444444446,16.0,146.0,41.0,122.0,17.0,1.0,2.0,1.8333333333333333,2.0,4.0,2.8333333333333335,1.222222222222222,6.0,28.0,22.0,12.0,6.333333333333333,4.0,4.0,2.1666666666666665,0.888888888888889,4.0,2.3333333333333335,0.7777777777777778,1.31
Ba2Ga8SiS16,2.58,1.69,2.2014814814814816,2.58,6.0,3.0,2.0,14.0,2.3703703703703702,16.0,215.0,110.0,118.4074074074074,16.438957475994513,2.0,2.0,2.0,2.0,4.0,2.740740740740741,1.492455418381344,2.0,13.0,11.0,7.703703703703703,3.138545953360768,5.0,5.0,2.814814814814815,1.3827160493827162,5.0,2.814814814814815,1.3827160493827162,3.4
ErSe2,2.55,1.3099999999999998,2.1133333333333333,2.55,6.0,2.0,3.0,11.666666666666666,5.777777777777779,16.0,189.0,69.0,143.0,30.666666666666668,2.0,2.0,2.0,2.0,4.0,2.6666666666666665,1.777777777777778,14.0,16.0,2.0,15.333333333333334,0.8888888888888887,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,2.0,0.0,1.07
Pr4Te7,2.1,0.9700000000000002,1.747272727272727,2.1,6.0,1.0,3.0,11.272727272727273,6.016528925619835,16.0,203.0,65.0,161.63636363636363,30.08264462809917,2.0,2.0,2.0,2.0,4.0,2.5454545454545454,1.8512396694214877,5.0,16.0,11.0,12.0,5.090909090909091,2.0,2.0,1.2727272727272727,0.9256198347107438,11.0,5.2727272727272725,4.165289256198347,0.46
Ca4Bi6O13,3.44,2.44,2.645217391304348,3.44,6.0,4.0,2.0,13.304347826086957,3.9319470699432895,16.0,176.0,110.0,106.52173913043478,45.807183364839325,2.0,2.0,2.0,2.0,4.0,3.0434782608695654,1.0812854442344046,2.0,29.0,27.0,11.304347826086957,9.23251417769376,3.0,3.0,1.9130434782608696,0.665406427221172,3.0,1.9130434782608696,0.665406427221172,2.76
AlAgS2,2.58,0.97,2.175,2.58,5.0,2.0,11.0,14.0,2.0,16.0,145.0,40.0,119.0,14.0,1.0,2.0,1.75,2.0,4.0,2.25,1.75,3.0,11.0,8.0,6.5,2.25,5.0,5.0,2.25,1.375,5.0,2.5,1.25,3.13
Cs3Bi2Br9,2.96,2.17,2.3607142857142853,2.96,6.0,2.0,1.0,13.285714285714286,5.2653061224489806,17.0,244.0,124.0,150.57142857142858,40.04081632653062,1.0,2.0,1.7857142857142858,2.0,5.0,3.642857142857143,1.7448979591836735,1.0,29.0,28.0,15.285714285714286,6.122448979591836,3.0,3.0,1.0714285714285714,0.5510204081632653,3.0,1.2857142857142858,0.489795918367347,2.5
InSnAsSe,2.55,0.7699999999999998,2.1174999999999997,1.78,5.0,1.0,13.0,14.5,1.0,13.0,142.0,23.0,130.0,10.5,2.0,2.0,2.0,2.0,3.0,2.5,1.0,13.0,16.0,3.0,14.5,1.0,5.0,3.0,3.5,1.0,5.0,3.5,1.0,0.26
SbRuSe,2.55,0.5,2.2666666666666666,2.05,5.0,1.0,8.0,13.0,3.3333333333333335,8.0,146.0,26.0,135.0,10.0,1.0,2.0,1.6666666666666667,1.0,4.0,2.3333333333333335,1.5555555555555554,8.0,16.0,8.0,13.0,3.3333333333333335,3.0,3.0,1.6666666666666667,1.111111111111111,4.0,3.0,0.6666666666666666,0.9
TaCu3S4,2.58,1.08,2.19,2.58,6.0,3.0,5.0,12.75,3.25,16.0,170.0,65.0,123.25,18.25,1.0,2.0,1.625,2.0,4.0,2.0,2.0,6.0,19.0,13.0,9.5,3.5,2.0,2.0,1.0,1.0,7.0,2.25,1.1875,3.0
Sm(CuTe)3,2.1,0.9300000000000002,1.8814285714285715,1.9,6.0,2.0,3.0,12.0,3.4285714285714284,11.0,198.0,66.0,144.0,15.428571428571429,1.0,2.0,1.5714285714285714,1.0,4.0,1.7142857142857142,1.9591836734693877,8.0,16.0,8.0,12.714285714285714,2.816326530612245,2.0,2.0,0.8571428571428571,0.9795918367346939,8.0,2.4285714285714284,1.5918367346938773,0.23
K2BaNb2S11,2.58,1.7600000000000002,2.131875,2.58,6.0,3.0,1.0,11.875,5.671875,16.0,215.0,110.0,131.5,36.4375,1.0,2.0,1.75,2.0,4.0,2.75,1.71875,1.0,6.0,5.0,5.0,1.375,2.0,2.0,1.375,0.859375,7.0,2.375,1.15625,1.77
MnAl3,1.61,0.06000000000000005,1.595,1.61,4.0,1.0,7.0,11.5,2.25,13.0,139.0,18.0,125.5,6.75,2.0,2.0,2.0,2.0,1.0,0.75,0.375,3.0,7.0,4.0,4.0,1.5,5.0,5.0,3.75,1.875,5.0,5.0,0.0,0.58
RbInS2,2.58,1.7600000000000002,1.94,2.58,5.0,2.0,1.0,11.5,5.25,16.0,220.0,115.0,143.0,38.5,1.0,2.0,1.75,2.0,4.0,2.25,1.75,1.0,13.0,12.0,6.5,3.25,5.0,5.0,2.25,1.375,5.0,2.5,1.25,3.3
In1.3Cu0.7Se2.3,2.55,0.7699999999999998,2.2113953488372093,2.55,5.0,1.0,11.0,14.279069767441861,1.840995132504056,16.0,142.0,22.0,128.6046511627907,9.204975662520281,1.0,2.0,1.8372093023255813,2.0,4.0,2.441860465116279,1.666846944294213,11.0,16.0,5.0,14.279069767441861,1.840995132504056,5.0,5.0,2.5813953488372094,1.4624121146565712,5.0,2.7441860465116283,1.3639805300162253,1.1
Ba5Ga6GeP12,2.19,1.2999999999999998,1.8166666666666667,2.19,6.0,3.0,2.0,11.75,4.0625,15.0,215.0,108.0,133.79166666666666,33.83680555555555,2.0,2.0,2.0,2.0,3.0,1.8333333333333333,1.1805555555555556,2.0,14.0,12.0,6.75,3.7291666666666665,5.0,5.0,2.9166666666666665,1.2152777777777777,5.0,2.9166666666666665,1.2152777777777777,1.39
Be3Sb2,2.05,0.47999999999999976,1.7619999999999998,1.57,5.0,3.0,2.0,7.2,6.24,2.0,139.0,43.0,113.2,20.64,2.0,2.0,2.0,2.0,3.0,1.2,1.44,2.0,15.0,13.0,7.2,6.24,3.0,3.0,1.2,1.44,3.0,1.2,1.44,0.67
TlAsS2,2.58,0.96,2.24,2.58,6.0,3.0,13.0,15.0,1.0,16.0,145.0,40.0,118.5,13.5,2.0,2.0,2.0,2.0,3.0,3.0,1.0,6.0,27.0,21.0,13.5,7.5,5.0,3.0,3.0,1.0,5.0,3.0,1.0,2.15
NaSm(PS3)2,2.58,1.65,2.196,2.58,6.0,3.0,1.0,13.0,4.4,16.0,198.0,93.0,120.8,24.479999999999997,1.0,2.0,1.9,2.0,4.0,3.0,1.2,1.0,8.0,7.0,5.5,1.1,3.0,3.0,1.8,0.72,8.0,2.7,1.1800000000000002,2.54
KAgAsS2,2.58,1.7600000000000002,2.018,2.58,5.0,2.0,1.0,11.8,4.64,16.0,203.0,98.0,135.4,30.880000000000003,1.0,2.0,1.6,2.0,4.0,2.2,1.7600000000000002,1.0,15.0,14.0,7.8,4.159999999999999,3.0,3.0,1.4,1.12,3.0,1.8,0.6399999999999999,2.21
Cd3In2(Te2S)2,2.58,0.8900000000000001,2.0172727272727276,2.1,5.0,2.0,12.0,14.363636363636363,1.7851239669421488,16.0,144.0,39.0,134.36363636363637,10.677685950413217,2.0,2.0,2.0,2.0,4.0,2.3636363636363638,1.785123966942149,6.0,16.0,10.0,12.545454545454545,2.6776859504132235,5.0,5.0,2.0,1.0909090909090908,5.0,2.0,1.0909090909090908,1.23
K3NaSn3Se8,2.55,1.73,1.978,2.55,5.0,2.0,1.0,11.6,5.653333333333334,16.0,203.0,83.0,143.46666666666667,26.817777777777778,1.0,2.0,1.7333333333333334,2.0,4.0,2.533333333333333,1.5644444444444445,1.0,16.0,15.0,11.6,5.653333333333334,4.0,4.0,1.8666666666666667,0.9955555555555555,4.0,2.1333333333333333,0.7466666666666666,2.2
TlInGeS4,2.58,0.96,2.2471428571428573,2.58,6.0,3.0,13.0,14.857142857142858,1.3061224489795917,16.0,145.0,40.0,118.14285714285714,15.020408163265305,2.0,2.0,2.0,2.0,3.0,2.857142857142857,1.3061224489795917,6.0,27.0,21.0,11.142857142857142,5.877551020408163,5.0,3.0,3.142857142857143,1.3061224489795917,5.0,3.142857142857143,1.3061224489795917,2.3
TiS3,2.58,1.04,2.3200000000000003,2.58,4.0,1.0,4.0,13.0,4.5,16.0,160.0,55.0,118.75,20.625,2.0,2.0,2.0,2.0,4.0,3.0,1.5,4.0,6.0,2.0,5.5,0.75,2.0,2.0,1.5,0.75,8.0,3.5,2.25,0.9
Ta2Tl4S11,2.58,1.08,2.2270588235294118,2.58,6.0,3.0,5.0,14.0,2.588235294117647,16.0,170.0,65.0,122.05882352941177,22.07612456747405,2.0,2.0,2.0,2.0,4.0,2.823529411764706,1.5224913494809689,6.0,27.0,21.0,12.470588235294118,8.373702422145328,5.0,5.0,2.4705882352941178,1.1903114186851211,7.0,3.2941176470588234,1.6747404844290656,1.26
Gd1.87Lu2.13Se6,2.55,1.3499999999999999,2.0249099999999998,2.55,6.0,2.0,3.0,10.8,6.24,16.0,196.0,76.0,148.483,34.17960000000001,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,10.0,17.0,7.0,15.091,1.9040340000000004,2.0,2.0,1.2,0.9600000000000002,16.0,6.109,4.9308,1.56
Al0.6Ga0.4As1,2.18,0.5700000000000001,1.935,2.18,4.0,1.0,13.0,14.0,1.0,15.0,122.0,3.0,120.2,1.2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,15.0,12.0,11.0,4.8,5.0,2.0,4.0,1.0,5.0,4.0,1.0,2.3
CdSnO3,3.44,1.75,2.794,3.44,5.0,3.0,12.0,14.8,1.44,16.0,144.0,78.0,96.2,36.239999999999995,2.0,2.0,2.0,2.0,4.0,2.8,1.44,6.0,14.0,8.0,8.8,3.3600000000000003,4.0,4.0,2.0,0.8,4.0,2.0,0.8,3.0
Li2B4O7,3.44,2.46,2.630769230769231,3.44,2.0,0.0,1.0,12.76923076923077,3.621301775147928,16.0,128.0,62.0,81.07692307692308,16.236686390532547,1.0,2.0,1.8461538461538463,2.0,4.0,2.4615384615384617,1.6568047337278107,1.0,6.0,5.0,4.3076923076923075,1.8224852071005917,5.0,5.0,2.6153846153846154,1.4674556213017753,5.0,2.769230769230769,1.3727810650887575,7.3
Ge0.15Te0.15Pb0.85Se0.85,2.55,0.54,2.38225,2.33,6.0,2.0,14.0,15.0,1.0,14.0,146.0,26.0,132.4,12.399999999999999,2.0,2.0,2.0,2.0,2.0,3.0,1.0,14.0,28.0,14.0,20.95,5.9925,4.0,2.0,3.0,1.0,4.0,3.0,1.0,0.32
Cs2NbCuSe4,2.55,1.7599999999999998,1.91,2.55,6.0,2.0,1.0,10.25,5.9375,16.0,244.0,124.0,158.0,44.5,1.0,2.0,1.5,2.0,4.0,2.0,2.0,1.0,16.0,15.0,10.25,5.9375,2.0,2.0,1.0,1.0,7.0,2.25,1.1875,2.19
Ce2S3,2.58,1.46,1.996,2.58,6.0,3.0,3.0,10.8,6.24,16.0,204.0,99.0,144.6,47.519999999999996,2.0,2.0,2.0,2.0,4.0,2.4,1.9200000000000004,4.0,6.0,2.0,5.2,0.96,2.0,2.0,1.2,0.9600000000000002,22.0,10.0,9.6,1.12
RbNa2Sb,2.05,1.23,1.1825,0.93,5.0,2.0,1.0,4.5,5.25,1.0,220.0,81.0,172.75,23.625,1.0,2.0,1.25,1.0,3.0,0.75,1.125,1.0,15.0,14.0,4.5,5.25,3.0,3.0,0.75,1.125,3.0,1.5,0.75,1.0
Cd0.8In2.1Ag0.1Te4,2.1,0.41000000000000014,1.9547142857142856,2.1,5.0,0.0,11.0,14.571428571428571,1.6326530612244898,16.0,145.0,7.0,139.9857142857143,2.2693877551020423,1.0,2.0,1.9857142857142858,2.0,4.0,2.585714285714286,1.616326530612245,11.0,16.0,5.0,14.571428571428571,1.6326530612244898,5.0,5.0,2.642857142857143,1.4142857142857144,5.0,2.6571428571428575,1.405714285714286,0.29
BaPdSe6,2.55,1.6599999999999997,2.29875,2.55,6.0,2.0,2.0,13.5,3.75,16.0,215.0,95.0,134.25,21.375,0.0,2.0,1.75,2.0,4.0,3.0,1.5,2.0,16.0,14.0,13.5,3.75,2.0,2.0,1.5,0.75,2.0,1.5,0.75,2.15
