composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData avg_dev Column,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,is_metal
InSe,34.0,49.0,15.0,41.5,7.5,34.0,75.0,89.0,82.0,7.0,75.0,429.75,494.0,64.25,461.875,32.125,429.75,1.5,120.0,142.0,22.0,131.0,11.0,120.0,2.55,0.7699999999999998,2.165,1.78,2.0,2.0,2.0,13.0,16.0,3.0,14.5,1.5,13.0,5.0,3.5,24.26,25.92,25.090000000000003,0.8300000000000001,24.26,14.0,139.0,False
K3Sm(AsS4)2,16.0,62.0,46.0,22.357142857142858,8.704081632653061,16.0,3.0,88.0,64.57142857142857,32.326530612244895,88.0,336.53,1345.0,1008.47,545.8192857142857,269.64887755102035,388.36,5.836734693877552,105.0,203.0,98.0,134.64285714285714,38.3469387755102,105.0,2.58,1.7600000000000002,2.0450000000000004,2.58,2.0,1.7857142857142858,2.0,1.0,15.0,14.0,6.357142857142857,2.704081632653061,6.0,8.0,2.357142857142857,22.175,73.1066666667,35.94250000000714,15.927500000011225,25.786875,70.0,229.0,False
YH2,1.0,39.0,38.0,13.666666666666666,16.88888888888889,1.0,12.0,92.0,65.33333333333333,35.55555555555556,92.0,14.01,1799.0,1784.99,609.0066666666667,793.3288888888889,14.01,0.888888888888889,31.0,190.0,159.0,84.0,70.66666666666667,31.0,2.2,0.9800000000000002,1.8733333333333333,2.2,2.0,1.3333333333333333,1.0,1.0,3.0,2.0,1.6666666666666667,0.888888888888889,1.0,9.0,3.6666666666666665,6.615,32.365,15.198333333333332,11.444444444444445,6.615,194.0,194.0,True
Dy2TlCd,48.0,81.0,33.0,65.25,8.625,66.0,31.0,76.0,52.0,21.0,31.0,577.0,1685.0,1108.0,1135.305,549.6949999999999,1685.0,4.75,144.0,192.0,48.0,168.25,23.75,192.0,1.69,0.47,1.4375,1.22,2.0,2.0,2.0,12.0,27.0,15.0,15.75,5.625,12.0,5.0,3.25,19.495,31.24,27.22125,4.018749999999999,31.24,194.0,194.0,True
NaH3(SeO3)2,1.0,34.0,33.0,10.833333333333334,7.75,8.0,2.0,92.0,81.5,13.25,87.0,14.01,494.0,479.99,144.14166666666668,154.40750000000003,54.8,6.666666666666667,31.0,166.0,135.0,74.58333333333333,30.375,66.0,3.44,2.51,2.7724999999999995,3.44,2.0,1.6666666666666667,2.0,1.0,16.0,15.0,6.0,3.3333333333333335,6.0,2.0,1.6666666666666667,6.615,29.2433333333,12.963194444441667,7.032291666662501,9.105,12.0,229.0,False
Hg3Bi2(TeCl4)2,17.0,83.0,66.0,43.06666666666667,27.804444444444446,17.0,71.0,94.0,87.8,7.200000000000001,94.0,171.6,722.66,551.06,307.32533333333333,173.9758222222222,171.6,1.6,102.0,148.0,46.0,118.93333333333334,18.06222222222222,102.0,3.16,1.1600000000000001,2.6346666666666665,3.16,2.0,2.0,2.0,7.0,29.0,22.0,14.933333333333334,8.462222222222222,7.0,3.0,1.2,24.4975,34.7633333333,27.141295019153333,3.581531545331556,24.4975,12.0,166.0,False
Sr3(AlSn)2,13.0,50.0,37.0,34.285714285714285,12.16326530612245,38.0,8.0,80.0,47.142857142857146,33.55102040816327,8.0,505.08,1050.0,544.9200000000001,861.0142857142857,203.39102040816326,1050.0,5.63265306122449,121.0,195.0,74.0,157.85714285714286,31.836734693877553,195.0,1.96,1.01,1.4271428571428573,0.95,2.0,2.0,2.0,2.0,14.0,12.0,5.714285714285714,4.7346938775510194,2.0,5.0,2.5714285714285716,16.48,54.23,37.46,14.374285714285714,54.23,141.0,225.0,True
Si0.7Ge0.3,14.0,32.0,18.0,19.4,7.559999999999999,14.0,78.0,79.0,78.3,0.4199999999999988,78.0,1211.4,1687.0,475.5999999999999,1544.32,199.75199999999998,1687.0,0.0,111.0,120.0,9.0,113.69999999999999,3.779999999999995,111.0,2.01,0.10999999999999988,1.9329999999999998,1.9,2.0,2.0,2.0,4.0,14.0,10.0,7.0,4.199999999999999,4.0,4.0,4.0,20.44,23.005,21.2095,1.0772999999999981,20.44,225.0,227.0,False
TlGaTe2,31.0,81.0,50.0,54.0,13.5,52.0,74.0,90.0,82.5,7.5,90.0,302.91,722.66,419.74999999999994,581.3075,141.35249999999996,722.66,1.5,122.0,145.0,23.0,135.75,6.875,138.0,2.1,0.48,1.9075000000000002,2.1,2.0,2.0,2.0,13.0,27.0,14.0,18.0,4.5,16.0,5.0,3.5,18.8575,34.7633333333,28.823541666649998,5.939791666649998,34.7633333333,64.0,194.0,False
LiB9PbO15,3.0,82.0,79.0,9.615384615384615,5.568047337278107,8.0,1.0,87.0,78.26923076923077,10.284023668639053,87.0,54.8,2348.0,2293.2,884.9346153846153,1012.8914201183431,54.8,1.952662721893491,66.0,146.0,80.0,77.6923076923077,13.49112426035503,66.0,3.44,2.46,2.8180769230769234,3.44,2.0,1.9615384615384615,2.0,1.0,28.0,27.0,5.615384615384615,2.165680473372781,6.0,5.0,3.076923076923077,7.1725,28.11,9.455032051280769,1.9840976331337272,9.105,12.0,229.0,False
Sm2RuAu,44.0,79.0,35.0,61.75,8.875,62.0,23.0,66.0,42.0,19.0,23.0,1337.33,2607.0,1269.67,1658.5825,474.20875,1345.0,3.25,136.0,198.0,62.0,169.5,28.5,198.0,2.54,1.37,1.77,1.17,2.0,1.5,2.0,8.0,25.0,17.0,12.25,6.375,8.0,8.0,5.25,13.51,33.23,24.1675,9.062499999999998,33.23,166.0,225.0,True
Sm3Te4,52.0,62.0,10.0,56.285714285714285,4.8979591836734695,52.0,23.0,90.0,61.285714285714285,32.816326530612244,90.0,722.66,1345.0,622.34,989.3771428571428,304.8195918367347,722.66,6.36734693877551,138.0,198.0,60.0,163.71428571428572,29.387755102040817,138.0,2.1,0.9300000000000002,1.7014285714285715,2.1,2.0,2.0,2.0,8.0,16.0,8.0,12.571428571428571,3.918367346938776,16.0,8.0,4.571428571428571,33.23,34.7633333333,34.10619047617143,0.7510204081469384,34.7633333333,152.0,166.0,False
SrRhF6,9.0,45.0,36.0,17.125,12.1875,9.0,8.0,93.0,78.125,22.3125,93.0,53.5,2237.0,2183.5,451.0,596.25,53.5,4.3125,57.0,195.0,138.0,84.875,41.8125,57.0,3.98,3.0300000000000002,3.38875,3.98,2.0,1.875,2.0,2.0,9.0,7.0,6.625,1.15625,7.0,3.0,1.125,9.7075,54.23,15.764375000000001,9.61640625,9.7075,15.0,225.0,True
Ga1.002Sb0.998Te0.006,31.0,52.0,21.0,41.012961116650054,10.002978104569642,31.0,74.0,90.0,79.52043868394817,5.514934757044918,74.0,302.91,903.78,600.8699999999999,603.1028015952144,299.89350667836965,302.91,1.0029870508116727,122.0,139.0,17.0,130.50548354935194,8.49700350593285,122.0,2.1,0.29000000000000004,1.930269192422732,1.81,2.0,2.0,2.0,13.0,16.0,3.0,14.003988035892325,1.0029870508116727,13.0,5.0,3.9960119641076774,18.8575,34.7633333333,25.224663509471487,6.360815390319469,18.8575,64.0,166.0,False
Sc14Cu14O37,8.0,29.0,21.0,15.323076923076924,8.337041420118343,8.0,11.0,87.0,65.67692307692307,24.27550295857988,87.0,54.8,1814.0,1759.2,714.3443076923077,750.865827218935,54.8,4.4137278106508875,66.0,170.0,104.0,102.61538461538461,41.68520710059172,66.0,3.44,2.08,2.6603076923076925,3.44,2.0,1.7846153846153847,2.0,3.0,11.0,8.0,6.430769230769231,1.9682840236686392,6.0,9.0,3.292307692307692,9.105,22.235,12.356230769230768,4.255469822485205,9.105,12.0,225.0,True
CaZn3Ni2,20.0,30.0,10.0,27.666666666666668,2.555555555555555,30.0,7.0,69.0,56.0,16.333333333333332,69.0,692.68,1728.0,1035.3200000000002,1108.1733333333334,415.49333333333334,692.68,2.555555555555556,122.0,176.0,54.0,131.66666666666666,14.777777777777771,122.0,1.91,0.9099999999999999,1.6283333333333332,1.65,2.0,2.0,2.0,2.0,12.0,10.0,9.666666666666666,2.555555555555556,12.0,2.0,0.6666666666666666,10.32,37.77,16.715,7.0183333333333335,13.96,194.0,225.0,True
CaMnSn,20.0,50.0,30.0,31.666666666666668,12.222222222222223,20.0,7.0,80.0,46.333333333333336,26.222222222222218,7.0,505.08,1519.0,1013.9200000000001,1046.36,360.8533333333334,505.08,4.222222222222222,139.0,176.0,37.0,151.33333333333334,16.444444444444446,139.0,1.96,0.96,1.5033333333333332,1.0,2.0,2.0,2.0,2.0,14.0,12.0,7.666666666666667,4.222222222222222,2.0,5.0,3.0,10.4875862069,37.77,27.180862068966665,11.12885057471111,10.4875862069,141.0,225.0,True
NdAgAs2,33.0,60.0,27.0,43.25,10.25,33.0,19.0,84.0,63.0,22.0,84.0,1090.0,1294.0,204.0,1177.2325,87.23250000000002,1090.0,4.0,119.0,201.0,82.0,146.0,27.5,119.0,2.18,1.0400000000000003,1.8575,2.18,2.0,1.75,2.0,6.0,15.0,9.0,11.75,3.25,15.0,10.0,4.25,16.33,34.81,23.872500000000002,5.468750000000002,22.175,166.0,225.0,True
La16Mn15O48,8.0,57.0,49.0,21.151898734177216,15.9820541579875,8.0,13.0,87.0,65.36708860759494,26.288094856593496,87.0,54.8,1519.0,1464.2,563.3341772151899,617.9655824387119,54.8,5.276077551674411,66.0,207.0,141.0,108.41772151898734,51.54558564332639,66.0,3.44,2.34,2.6072151898734175,3.44,2.0,2.0,2.0,3.0,7.0,4.0,5.582278481012659,1.045986220157026,6.0,9.0,3.9873417721518987,9.105,36.8975,14.996377127892405,8.871340910220797,9.105,12.0,217.0,True
K10Mn4Sn4S17,16.0,50.0,34.0,21.771428571428572,7.190204081632653,16.0,3.0,88.0,58.68571428571428,33.34857142857143,88.0,336.53,1519.0,1182.47,516.106857142857,229.23271836734688,388.36,6.194285714285715,105.0,203.0,98.0,140.77142857142857,35.559183673469384,105.0,2.58,1.7600000000000002,1.8885714285714283,2.58,2.0,1.7142857142857142,2.0,1.0,14.0,13.0,5.6,2.628571428571429,6.0,5.0,2.2857142857142856,10.4875862069,73.1066666667,38.415253899845716,19.82366443820245,25.786875,70.0,229.0,False
DyMn2,25.0,66.0,41.0,38.666666666666664,18.22222222222222,25.0,31.0,52.0,45.0,9.333333333333334,52.0,1519.0,1685.0,166.0,1574.3333333333333,73.77777777777776,1519.0,1.7777777777777777,139.0,192.0,53.0,156.66666666666666,23.555555555555554,139.0,1.55,0.33000000000000007,1.4400000000000002,1.55,2.0,2.0,2.0,7.0,12.0,5.0,8.666666666666666,2.222222222222222,7.0,5.0,4.666666666666667,10.4875862069,31.24,17.405057471266666,9.223295019155556,10.4875862069,194.0,217.0,True
LaSb,51.0,57.0,6.0,54.0,3.0,51.0,13.0,85.0,49.0,36.0,13.0,903.78,1193.0,289.22,1048.3899999999999,144.61,903.78,6.0,139.0,207.0,68.0,173.0,34.0,139.0,2.05,0.9499999999999997,1.575,1.1,2.0,2.0,2.0,3.0,15.0,12.0,9.0,6.0,3.0,9.0,6.0,31.56,36.8975,34.22875,2.668750000000001,31.56,166.0,194.0,False
LiSbTe2,3.0,52.0,49.0,39.5,18.25,52.0,1.0,90.0,66.5,32.75,90.0,453.69,903.78,450.09,700.6975,123.50374999999998,722.66,5.5,128.0,139.0,11.0,135.75,3.875,138.0,2.1,1.12,1.8075,2.1,2.0,1.75,2.0,1.0,16.0,15.0,12.0,5.5,16.0,3.0,2.0,16.5933333333,34.7633333333,29.419999999974998,6.4133333333374996,34.7633333333,152.0,229.0,False
Ta2OsW,73.0,76.0,3.0,74.0,1.0,73.0,48.0,57.0,51.0,3.0,48.0,3290.0,3695.0,405.0,3395.25,149.875,3290.0,1.0,144.0,170.0,26.0,161.5,8.75,170.0,2.36,0.8599999999999999,1.8900000000000001,1.5,2.0,2.0,2.0,19.0,22.0,3.0,20.0,1.0,19.0,7.0,6.0,14.09,18.12,16.595,1.5250000000000004,18.12,194.0,229.0,True
Dy3Al0.5Si1S7,13.0,66.0,53.0,28.73913043478261,19.440453686200375,16.0,31.0,88.0,71.6086956521739,21.18714555765596,88.0,388.36,1687.0,1298.6399999999999,863.2395652173913,578.1142533081285,388.36,4.854442344045368,105.0,192.0,87.0,128.91304347826087,32.91493383742911,105.0,2.58,1.36,2.1239130434782614,2.58,2.0,2.0,2.0,3.0,12.0,9.0,7.260869565217392,2.4725897920604916,6.0,5.0,2.8260869565217392,16.48,31.24,26.339836956521737,2.556606805293005,25.786875,70.0,227.0,False
Mg2CuWO6,8.0,74.0,66.0,17.5,13.6,8.0,51.0,87.0,77.3,11.64,87.0,54.8,3695.0,3640.2,722.7570000000001,801.5484,54.8,5.16,66.0,162.0,96.0,97.2,37.44,66.0,3.44,2.13,2.752,3.44,2.0,1.9,2.0,2.0,20.0,18.0,7.1,3.3599999999999994,6.0,6.0,1.9,9.105,22.89,12.753,4.7142,9.105,12.0,229.0,True
CoPS,15.0,27.0,12.0,19.333333333333332,5.111111111111111,15.0,58.0,88.0,76.33333333333333,12.222222222222223,58.0,317.3,1768.0,1450.7,824.5533333333334,628.9644444444444,317.3,2.888888888888889,105.0,126.0,21.0,112.66666666666667,8.888888888888891,105.0,2.58,0.7000000000000002,2.216666666666667,1.88,2.0,2.0,2.0,5.0,9.0,4.0,6.666666666666667,1.5555555555555556,5.0,3.0,2.6666666666666665,10.245,25.786875,19.5340376984,6.1926917989333345,10.245,2.0,194.0,False
P2Pd3S8,15.0,46.0,31.0,22.76923076923077,10.721893491124261,16.0,62.0,88.0,81.23076923076923,8.875739644970416,88.0,317.3,1828.05,1510.75,709.6638461538462,516.178224852071,388.36,2.059171597633136,105.0,139.0,34.0,113.15384615384616,11.92899408284024,105.0,2.58,0.3900000000000001,2.4323076923076923,2.58,2.0,1.5384615384615385,2.0,5.0,10.0,5.0,6.769230769230769,1.4911242603550297,6.0,3.0,1.6923076923076923,14.41,25.786875,22.666575091569232,3.8403691180686375,25.786875,2.0,225.0,False
HgO,8.0,80.0,72.0,44.0,36.0,8.0,71.0,87.0,79.0,8.0,71.0,54.8,234.32,179.51999999999998,144.56,89.75999999999999,54.8,2.0,66.0,132.0,66.0,99.0,33.0,66.0,3.44,1.44,2.7199999999999998,2.0,2.0,2.0,2.0,6.0,26.0,20.0,16.0,10.0,6.0,2.0,1.0,9.105,25.2375862069,17.17129310345,8.06629310345,9.105,12.0,166.0,False
Li15Mn2O12,3.0,25.0,22.0,6.586206896551724,3.7098692033293696,3.0,1.0,87.0,40.10344827586207,40.45184304399524,1.0,54.8,1519.0,1464.2,362.10172413793106,254.31866825208084,453.69,6.9346016646849,66.0,139.0,73.0,103.10344827586206,30.706302021403097,128.0,3.44,2.46,2.0372413793103448,0.98,2.0,1.4827586206896552,1.0,1.0,7.0,6.0,3.4827586206896552,2.568370986920333,1.0,5.0,1.6896551724137931,9.105,16.5933333333,13.073626634941379,3.641075894853745,16.5933333333,12.0,229.0,True
NiAgO2,8.0,47.0,39.0,22.75,14.75,8.0,61.0,87.0,75.0,12.0,87.0,54.8,1728.0,1673.2,768.1325,713.3325,54.8,2.75,66.0,145.0,79.0,100.25,34.25,66.0,3.44,1.53,2.6799999999999997,3.44,2.0,1.75,2.0,6.0,11.0,5.0,8.25,2.25,6.0,2.0,1.75,9.105,16.33,11.215,2.557499999999999,9.105,12.0,225.0,True
Sr5Sn3,38.0,50.0,12.0,42.5,5.625,38.0,8.0,80.0,35.0,33.75,8.0,505.08,1050.0,544.9200000000001,845.655,255.43125,1050.0,5.625,139.0,195.0,56.0,174.0,26.25,195.0,1.96,1.01,1.3287499999999999,0.95,2.0,2.0,2.0,2.0,14.0,12.0,6.5,5.625,2.0,4.0,1.5,33.285,54.23,46.375625,9.817968749999999,54.23,141.0,225.0,True
Cd0.75In2.1Ag0.2Te4,47.0,52.0,5.0,50.53900709219858,1.6578642925406166,52.0,65.0,90.0,82.6950354609929,8.289321462703084,90.0,429.75,1234.93,805.1800000000001,636.2788652482268,131.98716764750264,722.66,1.6578642925406166,138.0,145.0,7.0,140.02836879432624,2.3016950857602736,138.0,2.1,0.41000000000000014,1.956241134751773,2.1,2.0,1.9716312056737588,2.0,11.0,16.0,5.0,14.53900709219858,1.6578642925406166,16.0,5.0,2.6524822695035457,16.33,34.7633333333,29.487458628822694,5.986808175293393,34.7633333333,139.0,225.0,False
SmTe,52.0,62.0,10.0,57.0,5.0,52.0,23.0,90.0,56.5,33.5,23.0,722.66,1345.0,622.34,1033.83,311.17,722.66,6.5,138.0,198.0,60.0,168.0,30.0,138.0,2.1,0.9300000000000002,1.635,1.17,2.0,2.0,2.0,8.0,16.0,8.0,12.0,4.0,8.0,8.0,5.0,33.23,34.7633333333,33.99666666665,0.7666666666499999,33.23,152.0,166.0,False
TbGa,31.0,65.0,34.0,48.0,17.0,31.0,29.0,74.0,51.5,22.5,29.0,302.91,1629.0,1326.09,965.955,663.0450000000001,302.91,5.0,122.0,194.0,72.0,158.0,36.0,122.0,1.81,0.6000000000000001,1.51,1.21,2.0,2.0,2.0,11.0,13.0,2.0,12.0,1.0,11.0,5.0,5.0,18.8575,31.7366666667,25.297083333350002,6.439583333349999,18.8575,64.0,194.0,True
PrLuSe3,34.0,71.0,37.0,46.4,14.88,34.0,17.0,89.0,65.0,28.8,89.0,494.0,1936.0,1442.0,924.4,516.4799999999999,494.0,6.24,120.0,203.0,83.0,150.0,36.0,120.0,2.55,1.42,2.01,2.55,2.0,2.0,2.0,5.0,17.0,12.0,14.0,3.6,16.0,11.0,5.2,25.92,35.675,28.46,3.0479999999999983,25.92,14.0,194.0,False
Ti3Be,4.0,22.0,18.0,17.5,6.75,22.0,43.0,67.0,49.0,9.0,43.0,1560.0,1941.0,381.0,1845.75,142.875,1941.0,0.75,96.0,160.0,64.0,144.0,24.0,160.0,1.57,0.030000000000000027,1.5475,1.54,2.0,2.0,2.0,2.0,4.0,2.0,3.5,0.75,4.0,8.0,6.0,7.89,16.69,14.490000000000002,3.3,16.69,194.0,194.0,True
CsAg2TeS6,16.0,55.0,39.0,29.7,16.439999999999998,16.0,5.0,90.0,75.3,18.18,88.0,301.59,1234.93,933.3400000000001,582.427,289.0478,388.36,3.5,105.0,244.0,139.0,130.2,30.24,105.0,2.58,1.79,2.223,2.58,2.0,1.7,2.0,1.0,16.0,15.0,7.5,3.1,6.0,2.0,1.7,16.33,115.765,33.79095833333,16.589283333328005,25.786875,70.0,229.0,False
EuTiClO3,8.0,63.0,55.0,21.0,14.333333333333334,8.0,25.0,94.0,70.5,24.333333333333332,87.0,54.8,1941.0,1886.2,562.0,637.3333333333334,54.8,5.666666666666667,66.0,198.0,132.0,109.66666666666667,46.22222222222222,66.0,3.44,2.255,2.700833333333333,3.44,2.0,2.0,2.0,4.0,9.0,5.0,6.333333333333333,1.111111111111111,6.0,8.0,3.6666666666666665,9.105,36.46,17.493750000000002,8.656666666666666,9.105,12.0,229.0,True
Ti4NiBi2,22.0,83.0,61.0,40.285714285714285,24.40816326530612,22.0,43.0,86.0,57.857142857142854,16.979591836734695,43.0,544.4,1941.0,1396.6,1511.542857142857,552.6530612244899,1941.0,4.571428571428571,124.0,160.0,36.0,151.42857142857142,9.79591836734694,160.0,2.02,0.48,1.73,1.54,2.0,2.0,2.0,4.0,29.0,25.0,12.0,9.714285714285714,4.0,8.0,5.714285714285714,10.32,32.95,20.42571428571429,7.156734693877553,16.69,12.0,225.0,True
BaSnO3,8.0,56.0,48.0,26.0,21.6,8.0,9.0,87.0,70.0,24.4,87.0,54.8,1000.0,945.2,333.896,334.9152,54.8,4.319999999999999,66.0,215.0,149.0,110.4,53.279999999999994,66.0,3.44,2.55,2.634,3.44,2.0,2.0,2.0,2.0,14.0,12.0,6.8,2.88,6.0,4.0,2.0,9.105,63.59,24.838,18.8796,9.105,12.0,229.0,False
CdPd,46.0,48.0,2.0,47.0,1.0,46.0,62.0,70.0,66.0,4.0,62.0,594.22,1828.05,1233.83,1211.135,616.915,594.22,1.0,139.0,144.0,5.0,141.5,2.5,139.0,2.2,0.5100000000000002,1.945,1.69,2.0,1.0,0.0,10.0,12.0,2.0,11.0,1.0,10.0,0.0,0.0,14.41,19.495,16.9525,2.5425000000000004,14.41,194.0,225.0,True
Mg23Al30,12.0,13.0,1.0,12.566037735849056,0.49127803488786054,13.0,68.0,73.0,70.83018867924528,2.4563901744393024,73.0,923.0,933.47,10.470000000000027,928.9264150943397,5.143681025275898,933.47,5.404058383766466,121.0,141.0,20.0,129.67924528301887,9.82556069775721,121.0,1.61,0.30000000000000004,1.4798113207547172,1.61,2.0,2.0,2.0,2.0,3.0,1.0,2.5660377358490565,0.4912780348878604,3.0,5.0,2.830188679245283,16.48,22.89,19.26169811320755,3.1490922036311857,16.48,194.0,225.0,True
Ba8Sn4S15,16.0,56.0,40.0,32.888888888888886,18.76543209876543,16.0,9.0,88.0,63.407407407407405,32.24142661179698,88.0,388.36,1000.0,611.64,586.8785185185186,244.81272976680387,388.36,5.662551440329219,105.0,215.0,110.0,142.62962962962962,42.88614540466392,105.0,2.58,1.69,1.9874074074074075,2.58,2.0,2.0,2.0,2.0,14.0,12.0,6.0,2.3703703703703702,6.0,4.0,1.7037037037037037,25.786875,63.59,38.09863425925926,15.105994513031554,25.786875,70.0,229.0,False
RbGeB3O7,5.0,37.0,32.0,11.666666666666666,7.611111111111112,8.0,4.0,87.0,75.66666666666667,13.777777777777777,87.0,54.8,2348.0,2293.2,745.955,878.5966666666668,54.8,2.5555555555555554,66.0,220.0,154.0,87.83333333333333,27.38888888888889,66.0,3.44,2.62,2.7525,3.44,2.0,1.9166666666666667,2.0,1.0,14.0,13.0,5.5,2.0,6.0,5.0,2.8333333333333335,7.1725,90.7225,16.581666666666667,13.42736111111111,9.105,12.0,229.0,False
La2O3,8.0,57.0,49.0,27.6,23.52,8.0,13.0,87.0,57.4,35.52,87.0,54.8,1193.0,1138.2,510.08000000000004,546.336,54.8,6.24,66.0,207.0,141.0,122.4,67.67999999999999,66.0,3.44,2.34,2.504,3.44,2.0,2.0,2.0,3.0,6.0,3.0,4.8,1.44,6.0,9.0,4.8,9.105,36.8975,20.222,13.340399999999999,9.105,12.0,194.0,False
Cd2InAgTe3,47.0,52.0,5.0,49.714285714285715,1.959183673469388,52.0,65.0,90.0,78.57142857142857,9.795918367346939,90.0,429.75,1234.93,805.1800000000001,717.3000000000001,152.48857142857142,722.66,1.9591836734693877,138.0,145.0,7.0,141.28571428571428,2.8163265306122462,138.0,2.1,0.41000000000000014,1.912857142857143,2.1,2.0,1.8571428571428572,2.0,11.0,16.0,5.0,13.714285714285714,1.9591836734693877,16.0,5.0,1.7142857142857142,16.33,34.7633333333,26.26714285712857,7.282448979575507,34.7633333333,139.0,225.0,False
Si0.07Ge0.93,14.0,32.0,18.0,30.740000000000002,2.3435999999999986,32.0,78.0,79.0,78.93,0.13019999999999415,79.0,1211.4,1687.0,475.5999999999999,1244.692,61.923119999999926,1211.4,1.7763568394002505e-15,111.0,120.0,9.0,119.37,1.1717999999999962,120.0,2.01,0.10999999999999988,2.0023,2.01,2.0,2.0,2.0,4.0,14.0,10.0,13.3,1.3019999999999996,14.0,4.0,4.0,20.44,23.005,22.82545,0.333962999999999,23.005,225.0,227.0,False
Sm2TlZn,30.0,81.0,51.0,58.75,14.375,62.0,23.0,76.0,47.75,24.75,23.0,577.0,1345.0,768.0,989.92,355.08,1345.0,4.75,122.0,198.0,76.0,165.75,32.25,198.0,1.65,0.48,1.4024999999999999,1.17,2.0,2.0,2.0,8.0,27.0,19.0,13.75,6.625,8.0,8.0,5.25,13.96,33.23,26.832499999999996,6.43625,33.23,166.0,194.0,True
Zn0.99Cd0.01Se1,30.0,48.0,18.0,32.09,2.0690999999999997,34.0,69.0,89.0,79.005,9.995000000000001,89.0,494.0,692.68,198.67999999999995,592.8477,98.84769999999997,494.0,2.0,120.0,144.0,24.0,121.11,1.1099999999999999,120.0,2.55,0.8999999999999999,2.1002,2.55,2.0,2.0,2.0,12.0,16.0,4.0,14.0,2.0,16.0,2.0,1.0,13.96,25.92,19.967675,5.952325,25.92,14.0,194.0,False
La4InSbSe9,34.0,57.0,23.0,42.266666666666666,9.92,34.0,13.0,89.0,67.53333333333333,29.084444444444443,89.0,429.75,1193.0,763.25,703.4353333333332,287.8137777777778,494.0,4.942222222222222,120.0,207.0,87.0,145.93333333333334,32.56888888888889,120.0,2.55,1.4499999999999997,2.0786666666666664,2.55,2.0,2.0,2.0,3.0,16.0,13.0,12.266666666666667,4.942222222222222,16.0,9.0,4.133333333333334,24.26,36.8975,29.11266666666667,4.4782222222222225,25.92,14.0,194.0,False
Si0.4Ge0.6,14.0,32.0,18.0,24.8,8.64,32.0,78.0,79.0,78.6,0.48000000000000115,79.0,1211.4,1687.0,475.5999999999999,1401.64,228.28799999999995,1211.4,0.0,111.0,120.0,9.0,116.4,4.3199999999999985,120.0,2.01,0.10999999999999988,1.9659999999999997,2.01,2.0,2.0,2.0,4.0,14.0,10.0,10.0,4.800000000000001,14.0,4.0,4.0,20.44,23.005,21.979,1.231199999999999,23.005,225.0,227.0,False
Li2ZnSnSe4,3.0,50.0,47.0,27.75,12.375,34.0,1.0,89.0,63.375,31.1875,89.0,453.69,692.68,238.98999999999995,510.1425,45.634374999999984,494.0,5.25,120.0,139.0,19.0,124.625,5.28125,120.0,2.55,1.5699999999999998,1.97125,2.55,2.0,1.75,2.0,1.0,16.0,15.0,11.5,5.25,16.0,4.0,1.75,13.96,33.285,23.013958333325,5.473802083343751,25.92,14.0,229.0,False
Tb4GaSbS9,16.0,65.0,49.0,32.4,19.866666666666667,16.0,29.0,88.0,71.13333333333334,22.47111111111111,88.0,302.91,1629.0,1326.09,747.862,490.7293333333333,388.36,4.942222222222222,105.0,194.0,89.0,132.13333333333333,33.91111111111111,105.0,2.58,1.37,2.1279999999999997,2.58,2.0,2.0,2.0,6.0,15.0,9.0,8.4,2.8800000000000003,6.0,5.0,3.066666666666667,18.8575,31.7366666667,27.296402777786668,2.936620370382223,25.786875,64.0,194.0,False
MgSbPt,12.0,78.0,66.0,47.0,23.333333333333332,12.0,63.0,85.0,72.0,8.666666666666666,63.0,903.78,2041.4,1137.6200000000001,1289.3933333333334,501.33777777777783,903.78,4.666666666666667,136.0,141.0,5.0,138.66666666666666,1.777777777777781,136.0,2.28,0.9699999999999998,1.88,1.31,2.0,1.6666666666666667,1.0,2.0,24.0,22.0,13.666666666666666,7.777777777777779,2.0,3.0,1.6666666666666667,15.02,31.56,23.156666666666666,5.602222222222221,15.02,166.0,225.0,True
